ensemble,parent_support,equal_nonzero,single_root,double_root,expected_pair_count,min_parity_weight,max_parity_weight,min_total_weight,max_total_weight
original,7,5,5,20,132.63999999999999,35,60,35,60
original,7,5,7,17,132.56,34,58,34,58
original,5,6,10,15,131.68000000000001,37,62,37,62
original,7,6,10,14,131.68000000000001,36,60,36,60
original,5,2,13,16,131.59999999999999,33,62,33,62
original,7,3,14,14,131.19999999999999,34,62,34,62
original,5,3,10,16,130.96000000000001,32,58,32,58
original,8,3,12,16,130.88,34,62,34,62
original,7,3,14,13,130.88,33,60,33,60
original,6,6,9,15,130.80000000000001,36,60,36,60
original,6,3,9,17,130.72,32,58,32,58
original,5,5,12,13,130.63999999999999,35,60,35,60
original,7,3,10,16,130.56,32,58,32,58
original,6,6,12,13,130.31999999999999,37,62,37,62
original,6,4,18,10,130.16,36,64,36,64
original,7,0,10,22,130.16,32,64,32,64
original,8,2,8,22,130.08000000000001,34,64,34,64
original,5,4,17,11,130.08000000000001,36,64,36,64
original,7,4,13,13,129.91999999999999,34,60,34,60
original,5,2,12,17,129.84,33,62,33,62
original,8,4,11,15,129.52000000000001,34,60,34,60
original,7,1,9,22,129.28,33,64,33,64
original,8,8,6,18,128.63999999999999,40,64,40,64
original,7,3,15,12,128.56,33,60,33,60
original,8,4,12,15,128.56,35,62,35,62
original,7,7,10,14,128.47999999999999,38,62,38,62
original,5,2,11,17,128.31999999999999,32,60,32,60
original,5,3,7,22,128.24000000000001,35,64,35,64
original,7,2,17,13,127.59999999999999,34,64,34,64
original,5,2,14,15,127.44,33,62,33,62
original,5,3,12,14,127.44,32,58,32,58
original,6,3,18,11,127.2,35,64,35,64
original,8,6,5,21,127.04000000000001,38,64,38,64
original,6,7,6,18,127.04000000000001,38,62,38,62
original,6,2,11,17,126.8,32,60,32,60
original,7,3,15,13,126.72,34,62,34,62
original,6,0,12,20,126.48,32,64,32,64
original,7,3,13,14,126.16,33,60,33,60
original,7,2,12,17,126.08,33,62,33,62
original,6,5,10,15,126.08,35,60,35,60
original,5,5,15,11,126,36,62,36,62
original,5,6,11,14,125.92,37,62,37,62
original,7,2,12,16,125.76000000000001,32,60,32,60
original,5,8,12,12,125.76000000000001,40,64,40,64
original,5,2,15,15,125.68000000000001,34,64,34,64
original,5,2,14,14,125.59999999999999,32,60,32,60
original,6,7,10,14,125.44,38,62,38,62
original,6,0,0,28,125.31999999999999,28,56,28,56
original,5,2,9,21,125.04000000000001,34,64,34,64
original,8,7,14,11,124.95999999999999,39,64,39,64
original,7,2,13,15,124.56,32,60,32,60
original,7,5,6,18,123.92,34,58,34,58
original,7,4,15,11,123.92,34,60,34,60
original,7,7,6,18,123.84,38,62,38,62
original,6,1,10,21,123.68000000000001,33,64,33,64
original,6,4,7,18,123.59999999999999,33,58,33,58
original,7,9,5,18,123.59999999999999,41,64,41,64
original,5,2,10,18,123.44,32,60,32,60
original,7,2,8,19,123.44,31,58,31,58
original,8,9,7,16,123.2,41,64,41,64
original,7,1,8,22,123.12,32,62,32,62
original,8,5,8,17,122.95999999999999,35,60,35,60
original,6,1,14,17,122.72,33,64,33,64
original,7,4,5,20,122.56,33,58,33,58
original,6,3,5,21,122.08,32,58,32,58
original,5,6,12,13,121.84,37,62,37,62
original,5,4,6,22,121.84,36,64,36,64
original,6,3,17,11,121.84,34,62,34,62
original,6,2,13,16,121.76000000000001,33,62,33,62
original,8,5,9,16,121.68000000000001,35,60,35,60
original,6,4,6,19,121.52,33,58,33,58
original,7,5,13,13,121.44,36,62,36,62
original,8,3,7,20,121.28,33,60,33,60
original,7,3,16,11,121.12,33,60,33,60
original,5,6,8,17,121.04000000000001,37,62,37,62
original,7,5,11,14,120.88,35,60,35,60
original,7,0,13,19,120.8,32,64,32,64
original,6,10,6,16,120.56,42,64,42,64
original,8,5,12,14,120.48,36,62,36,62
original,8,2,15,15,120.48,34,64,34,64
original,8,3,11,16,120.08,33,60,33,60
original,8,5,5,22,119.28,37,64,37,64
original,8,6,8,17,119.2,37,62,37,62
original,6,9,13,10,119.2,41,64,41,64
original,8,4,13,14,119.04000000000001,35,62,35,62
original,7,4,18,10,119.04000000000001,36,64,36,64
original,7,3,16,12,119.04000000000001,34,62,34,62
original,6,2,7,20,118.88,31,58,31,58
original,6,2,12,17,118.8,33,62,33,62
original,5,3,17,12,118.8,35,64,35,64
original,7,4,4,24,118.72,36,64,36,64
original,7,6,5,19,118.64,36,60,36,60
original,7,5,8,16,118.56,34,58,34,58
original,5,2,15,14,118.48,33,62,33,62
original,8,2,9,20,118.40000000000001,33,62,33,62
original,6,3,10,16,118.31999999999999,32,58,32,58
original,7,4,9,16,118.16,33,58,33,58
original,7,1,9,21,118,32,62,32,62
original,6,0,10,22,117.92,32,64,32,64
original,6,5,11,14,117.59999999999999,35,60,35,60
original,6,5,5,20,117.59999999999999,35,60,35,60
original,7,3,12,14,117.28,32,58,32,58
original,6,4,8,17,117.12,33,58,33,58
original,6,2,15,14,117.04000000000001,33,62,33,62
original,8,9,11,12,116.95999999999999,41,64,41,64
original,5,2,10,19,116.88,33,62,33,62
original,6,7,11,13,116.8,38,62,38,62
original,6,0,13,19,116.8,32,64,32,64
original,7,2,15,13,116.72,32,60,32,60
original,8,4,12,14,116.64,34,60,34,60
original,8,3,14,14,116.48,34,62,34,62
original,8,5,10,15,116.48,35,60,35,60
original,8,4,6,21,116.48,35,62,35,62
original,5,4,16,11,116.31999999999999,35,62,35,62
original,5,3,9,17,116.23999999999999,32,58,32,58
original,5,6,16,10,116.23999999999999,38,64,38,64
original,7,6,11,14,115.84,37,62,37,62
original,6,0,11,21,115.68000000000001,32,64,32,64
original,6,3,16,11,115.52,33,60,33,60
original,7,2,5,22,115.28,31,58,31,58
original,6,2,14,15,115.12,33,62,33,62
original,6,2,13,15,115.12,32,60,32,60
original,6,2,8,19,115.12,31,58,31,58
original,7,0,9,23,115.04000000000001,32,64,32,64
original,5,5,11,14,114.8,35,60,35,60
original,7,10,12,10,114.72,42,64,42,64
original,5,7,14,11,114.72,39,64,39,64
original,5,4,7,19,114.64,34,60,34,60
original,8,3,16,12,114.48,34,62,34,62
original,8,3,13,15,114.48,34,62,34,62
original,8,5,16,11,114.40000000000001,37,64,37,64
original,8,0,0,26,114.40000000000001,26,52,26,52
original,5,2,9,19,114.40000000000001,32,60,32,60
original,7,3,18,11,114.31999999999999,35,64,35,64
original,8,2,8,21,114.31999999999999,33,62,33,62
original,7,4,14,13,114.23999999999999,35,62,35,62
original,7,1,7,23,114.08,32,62,32,62
original,5,5,13,12,113.84,35,60,35,60
original,7,3,17,11,113.84,34,62,34,62
original,6,2,12,16,113.84,32,60,32,60
original,8,6,9,16,113.59999999999999,37,62,37,62
original,8,0,0,27,113.56,27,54,27,54
original,7,1,15,16,113.52,33,64,33,64
original,7,2,9,18,113.44,31,58,31,58
original,8,4,6,20,113.28,34,60,34,60
original,5,5,10,15,113.12,35,60,35,60
original,8,2,10,19,112.88,33,62,33,62
original,7,3,4,22,112.8,32,58,32,58
original,5,2,11,16,112.64,31,58,31,58
original,7,4,4,22,112.16,34,60,34,60
original,7,2,14,14,112.08,32,60,32,60
original,6,3,11,15,112,32,58,32,58
original,8,4,5,23,111.68000000000001,36,64,36,64
original,8,3,15,13,111.59999999999999,34,62,34,62
original,7,3,14,12,111.52,32,58,32,58
original,7,1,10,20,111.36,32,62,32,62
original,5,3,15,12,111.2,33,60,33,60
original,6,4,16,10,111.2,34,60,34,60
original,5,6,13,12,111.2,37,62,37,62
original,6,2,6,24,111.12,34,64,34,64
original,6,5,12,13,111.04000000000001,35,60,35,60
original,8,4,15,11,110.88,34,60,34,60
original,5,3,7,20,110.72,33,60,33,60
original,8,3,15,12,110.72,33,60,33,60
original,6,0,14,18,110.64,32,64,32,64
original,6,2,15,13,110.56,32,60,32,60
original,5,2,16,14,110.48,34,64,34,64
original,5,2,9,20,110.40000000000001,33,62,33,62
original,5,3,13,13,110.31999999999999,32,58,32,58
original,8,2,8,20,110.31999999999999,32,60,32,60
original,5,2,8,22,110.08,34,64,34,64
original,8,2,9,19,109.92,32,60,32,60
original,6,5,13,12,109.92,35,60,35,60
original,7,2,10,17,109.84,31,58,31,58
original,7,2,16,12,109.59999999999999,32,60,32,60
original,4,4,12,16,109.59999999999999,36,64,36,64
original,8,3,6,23,109.36,35,64,35,64
original,8,5,6,20,109.2,36,62,36,62
original,7,4,16,10,109.04000000000001,34,60,34,60
original,6,2,5,23,108.95999999999999,32,60,32,60
original,5,5,6,20,108.88,36,62,36,62
original,6,2,16,13,108.88,33,62,33,62
original,7,3,13,13,108.88,32,58,32,58
original,8,3,16,11,108.8,33,60,33,60
original,5,8,7,17,108.8,40,64,40,64
original,7,4,15,12,108.72,35,62,35,62
original,6,4,17,10,108.64,35,62,35,62
original,6,6,10,14,108.64,36,60,36,60
original,8,7,5,20,108.64,39,64,39,64
original,5,4,11,14,108.56,33,58,33,58
original,5,2,8,21,108,33,62,33,62
original,6,2,6,21,108,31,58,31,58
original,8,3,12,15,107.92,33,60,33,60
original,7,2,5,24,107.84,33,62,33,62
original,8,4,14,13,107.68000000000001,35,62,35,62
original,6,2,14,14,107.68000000000001,32,60,32,60
original,5,4,15,11,107.68000000000001,34,60,34,60
original,7,1,7,22,107.59999999999999,31,60,31,60
original,7,3,11,15,107.36,32,58,32,58
original,7,4,10,15,107.36,33,58,33,58
original,6,6,5,19,107.28,36,60,36,60
original,6,2,9,18,107.2,31,58,31,58
original,7,8,7,15,107.2,38,60,38,60
original,6,4,4,22,106.72,34,60,34,60
original,6,5,7,17,106.72,34,58,34,58
original,7,7,4,21,106.40000000000001,39,64,39,64
original,8,3,6,22,106.08,34,62,34,62
original,6,5,16,10,106,36,62,36,62
original,8,6,10,15,105.92,37,62,37,62
original,6,6,13,12,105.92,37,62,37,62
original,7,1,8,21,105.28,31,60,31,60
original,7,6,11,13,105.2,36,60,36,60
original,8,3,14,13,105.04000000000001,33,60,33,60
original,8,4,14,12,104.88,34,60,34,60
original,7,9,8,14,104.8,40,62,40,62
original,8,3,6,21,104.72,33,60,33,60
original,6,10,12,10,104.56,42,64,42,64
original,5,2,12,15,104.48,31,58,31,58
original,5,7,9,15,104.16,38,62,38,62
original,4,6,12,14,104.16,38,64,38,64
original,8,8,13,11,104.16,40,64,40,64
original,6,5,6,18,104,34,58,34,58
original,7,6,5,20,103.92,37,62,37,62
original,6,1,15,16,103.84,33,64,33,64
original,5,2,15,13,103.44,32,60,32,60
original,8,2,16,14,103.36,34,64,34,64
original,7,2,13,16,103.36,33,62,33,62
original,4,4,14,14,103.2,36,64,36,64
original,8,4,17,11,103.12,36,64,36,64
original,8,5,13,13,102.88,36,62,36,62
original,8,6,7,18,102.8,37,62,37,62
original,7,5,14,12,102.72,36,62,36,62
original,7,11,9,12,102.72,43,64,43,64
original,7,1,9,20,102.40000000000001,31,60,31,60
original,5,4,6,21,102.40000000000001,35,62,35,62
original,4,5,12,15,102.31999999999999,37,64,37,64
original,7,5,5,19,102.23999999999999,34,58,34,58
original,6,6,17,9,102.23999999999999,38,64,38,64
original,8,6,9,15,102.23999999999999,36,60,36,60
original,6,5,8,16,102.16,34,58,34,58
original,8,4,13,13,101.92,34,60,34,60
original,7,0,14,18,101.76000000000001,32,64,32,64
original,8,5,7,18,101.76000000000001,35,60,35,60
original,5,3,6,22,101.52,34,62,34,62
original,8,6,7,17,101.52,36,60,36,60
original,5,7,11,13,101.52,38,62,38,62
original,7,3,4,23,101.52,33,60,33,60
original,8,7,9,15,101.44,38,62,38,62
original,7,3,15,11,101.04000000000001,32,58,32,58
original,7,2,14,13,100.95999999999999,31,58,31,58
original,7,11,8,13,100.88,43,64,43,64
original,8,10,9,13,100.88,42,64,42,64
original,5,5,9,16,100.8,35,60,35,60
original,7,7,11,13,100.8,38,62,38,62
original,7,2,15,12,100.8,31,58,31,58
original,7,5,12,13,100.72,35,60,35,60
original,5,2,8,20,100.64,32,60,32,60
original,8,4,16,10,100.64,34,60,34,60
original,5,2,10,17,100.56,31,58,31,58
original,8,2,10,18,100.48,32,60,32,60
original,5,3,8,18,100.40000000000001,32,58,32,58
original,8,6,8,16,100.40000000000001,36,60,36,60
original,8,7,8,16,100.31999999999999,38,62,38,62
original,7,1,8,23,100.31999999999999,33,64,33,64
original,8,3,13,14,100.16,33,60,33,60
original,7,8,8,14,100.16,38,60,38,60
original,5,4,6,20,100.16,34,60,34,60
original,5,4,9,16,100.16,33,58,33,58
original,8,3,17,11,99.920000000000002,34,62,34,62
original,4,4,13,15,99.840000000000003,36,64,36,64
original,6,1,9,22,99.760000000000005,33,64,33,64
original,6,6,11,13,99.680000000000007,36,60,36,60
original,8,2,16,12,99.680000000000007,32,60,32,60
original,5,7,6,19,99.599999999999994,39,64,39,64
original,5,4,10,15,99.519999999999996,33,58,33,58
original,8,2,11,18,99.519999999999996,33,62,33,62
original,6,2,10,17,99.439999999999998,31,58,31,58
original,6,3,5,24,99.439999999999998,35,64,35,64
original,5,6,12,12,99.359999999999999,36,60,36,60
original,6,3,12,14,99.280000000000001,32,58,32,58
original,5,7,10,14,99.280000000000001,38,62,38,62
original,6,5,14,11,99.200000000000003,35,60,35,60
original,6,4,5,20,99.200000000000003,33,58,33,58
original,4,5,13,14,99.120000000000005,37,64,37,64
original,8,10,8,14,99.040000000000006,42,64,42,64
original,5,2,16,13,99.040000000000006,33,62,33,62
original,5,3,17,11,99.040000000000006,34,62,34,62
original,8,0,0,28,98.319999999999993,28,56,28,56
original,3,0,27,0,98.319999999999993,27,54,27,54
original,8,2,7,23,98.319999999999993,34,64,34,64
original,5,6,7,18,97.920000000000002,37,62,37,62
original,7,10,5,17,97.760000000000005,42,64,42,64
original,6,2,18,12,97.760000000000005,34,64,34,64
original,6,0,9,23,97.599999999999994,32,64,32,64
original,6,6,4,22,97.519999999999996,38,64,38,64
original,6,1,9,21,97.519999999999996,32,62,32,62
original,7,7,8,15,97.439999999999998,37,60,37,60
original,7,9,7,15,97.439999999999998,40,62,40,62
original,7,5,9,15,97.120000000000005,34,58,34,58
original,7,8,7,16,96.959999999999994,39,62,39,62
original,5,9,9,14,96.959999999999994,41,64,41,64
original,5,7,12,12,96.799999999999997,38,62,38,62
original,5,6,11,13,96.799999999999997,36,60,36,60
original,6,4,9,16,96.719999999999999,33,58,33,58
original,6,2,11,16,96.560000000000002,31,58,31,58
original,6,0,0,25,96.319999999999993,25,50,25,50
original,7,7,7,16,96.319999999999993,37,60,37,60
original,5,8,13,11,96.159999999999997,40,64,40,64
original,4,6,10,16,96.159999999999997,38,64,38,64
original,5,6,14,11,96,37,62,37,62
original,5,5,17,10,96,37,64,37,64
original,7,1,11,19,95.920000000000002,32,62,32,62
original,8,2,7,21,95.680000000000007,32,60,32,60
original,7,7,5,19,95.519999999999996,38,62,38,62
original,7,8,6,16,95.519999999999996,38,60,38,60
original,7,3,4,24,95.519999999999996,34,62,34,62
original,7,2,11,16,95.359999999999999,31,58,31,58
original,3,0,26,0,95.359999999999999,26,52,26,52
original,8,2,11,17,95.359999999999999,32,60,32,60
original,8,3,15,11,95.280000000000001,32,58,32,58
original,7,11,7,14,95.120000000000005,43,64,43,64
original,5,5,16,10,95.120000000000005,36,62,36,62
original,6,1,8,22,95.040000000000006,32,62,32,62
original,5,5,8,17,94.959999999999994,35,60,35,60
original,8,3,18,10,94.959999999999994,34,62,34,62
original,7,2,17,11,94.879999999999995,32,60,32,60
original,6,2,17,12,94.879999999999995,33,62,33,62
original,7,2,18,12,94.879999999999995,34,64,34,64
original,7,4,16,11,94.799999999999997,35,62,35,62
original,7,3,17,10,94.640000000000001,33,60,33,60
original,8,2,14,14,94.480000000000004,32,60,32,60
original,8,4,15,12,94.400000000000006,35,62,35,62
original,8,4,16,11,94.239999999999995,35,62,35,62
original,8,6,11,14,94.159999999999997,37,62,37,62
original,7,2,13,14,94.159999999999997,31,58,31,58
original,8,3,7,19,94.079999999999998,32,58,32,58
original,7,1,10,19,94,31,60,31,60
original,7,2,14,15,94,33,62,33,62
original,5,9,10,13,93.760000000000005,41,64,41,64
original,7,3,18,10,93.680000000000007,34,62,34,62
original,8,2,7,22,93.680000000000007,33,62,33,62
original,4,5,11,16,93.599999999999994,37,64,37,64
original,7,4,4,21,93.519999999999996,33,58,33,58
original,6,1,8,21,93.519999999999996,31,60,31,60
original,7,6,12,13,93.439999999999998,37,62,37,62
original,7,1,6,23,93.439999999999998,31,60,31,60
original,6,7,12,12,93.280000000000001,38,62,38,62
original,6,6,5,20,93.280000000000001,37,62,37,62
original,6,4,4,23,92.879999999999995,35,62,35,62
original,5,4,12,13,92.719999999999999,33,58,33,58
original,5,3,14,12,92.719999999999999,32,58,32,58
original,8,2,17,11,92.719999999999999,32,60,32,60
original,7,4,4,23,92.719999999999999,35,62,35,62
original,7,2,4,23,92.560000000000002,31,58,31,58
original,4,4,11,17,92.400000000000006,36,64,36,64
original,8,2,15,13,92.400000000000006,32,60,32,60
original,7,8,8,15,92.239999999999995,39,62,39,62
original,7,2,5,25,92.159999999999997,34,64,34,64
original,6,3,13,13,92.079999999999998,32,58,32,58
original,7,8,4,20,92.079999999999998,40,64,40,64
original,7,9,9,13,92,40,62,40,62
original,5,5,14,11,92,35,60,35,60
original,8,2,12,17,91.840000000000003,33,62,33,62
original,5,2,9,18,91.840000000000003,31,58,31,58
original,5,6,10,14,91.840000000000003,36,60,36,60
original,4,5,10,17,91.760000000000005,37,64,37,64
original,8,3,14,12,91.680000000000007,32,58,32,58
original,8,3,17,12,91.519999999999996,35,64,35,64
original,7,5,4,22,91.519999999999996,36,62,36,62
original,4,4,15,13,91.439999999999998,36,64,36,64
original,7,2,15,14,91.439999999999998,33,62,33,62
original,5,4,18,10,91.359999999999999,36,64,36,64
original,6,9,8,14,91.200000000000003,40,62,40,62
original,6,9,5,18,91.200000000000003,41,64,41,64
original,7,8,9,14,91.120000000000005,39,62,39,62
original,7,6,17,9,91.040000000000006,38,64,38,64
original,5,9,8,15,90.879999999999995,41,64,41,64
original,8,3,13,13,90.879999999999995,32,58,32,58
original,6,5,18,9,90.719999999999999,37,64,37,64
original,6,7,16,9,90.719999999999999,39,64,39,64
original,8,6,16,10,90.719999999999999,38,64,38,64
original,7,5,15,11,90.640000000000001,36,62,36,62
original,6,1,7,23,90.640000000000001,32,62,32,62
original,5,7,8,16,90.560000000000002,38,62,38,62
original,7,2,12,15,90.480000000000004,31,58,31,58
original,6,1,7,22,90.480000000000004,31,60,31,60
original,8,10,10,12,90.480000000000004,42,64,42,64
original,4,6,11,15,90.480000000000004,38,64,38,64
original,8,3,17,10,90.400000000000006,33,60,33,60
original,6,5,15,10,90.400000000000006,35,60,35,60
original,7,1,6,24,90.239999999999995,32,62,32,62
original,8,2,12,16,90.159999999999997,32,60,32,60
original,6,1,10,20,90.079999999999998,32,62,32,62
original,7,4,12,13,90,33,58,33,58
original,8,5,11,14,90,35,60,35,60
original,6,8,9,14,90,39,62,39,62
original,8,5,14,12,89.920000000000002,36,62,36,62
original,6,2,16,12,89.920000000000002,32,60,32,60
original,5,2,13,14,89.920000000000002,31,58,31,58
original,6,7,7,16,89.920000000000002,37,60,37,60
original,6,0,15,17,89.840000000000003,32,64,32,64
original,8,7,7,17,89.680000000000007,38,62,38,62
original,6,8,7,15,89.680000000000007,38,60,38,60
original,5,6,13,11,89.359999999999999,36,60,36,60
original,7,3,6,19,89.120000000000005,31,56,31,56
original,4,4,10,18,89.040000000000006,36,64,36,64
original,7,4,17,10,88.640000000000001,35,62,35,62
original,6,8,8,14,88.560000000000002,38,60,38,60
original,8,2,16,13,88.560000000000002,33,62,33,62
original,4,5,14,13,88.400000000000006,37,64,37,64
original,6,8,7,16,88.400000000000006,39,62,39,62
original,8,7,10,14,88.319999999999993,38,62,38,62
original,6,6,14,11,88.319999999999993,37,62,37,62
original,6,2,5,24,88.239999999999995,33,62,33,62
original,6,6,13,11,88.239999999999995,36,60,36,60
original,6,2,5,22,88.159999999999997,31,58,31,58
original,7,11,10,11,88.159999999999997,43,64,43,64
original,7,7,16,9,87.920000000000002,39,64,39,64
original,6,5,4,23,87.920000000000002,37,64,37,64
original,6,8,8,15,87.920000000000002,39,62,39,62
original,8,3,8,18,87.920000000000002,32,58,32,58
original,5,3,6,21,87.840000000000003,33,60,33,60
original,7,2,4,24,87.760000000000005,32,60,32,60
original,6,6,12,12,87.680000000000007,36,60,36,60
original,6,3,18,10,87.680000000000007,34,62,34,62
original,7,3,16,10,87.680000000000007,32,58,32,58
original,7,2,17,12,87.680000000000007,33,62,33,62
original,7,7,6,17,87.280000000000001,37,60,37,60
original,5,3,6,23,86.959999999999994,35,64,35,64
original,6,3,17,10,86.959999999999994,33,60,33,60
original,5,4,17,10,86.879999999999995,35,62,35,62
original,6,3,4,23,86.799999999999997,33,60,33,60
original,6,9,9,13,86.719999999999999,40,62,40,62
original,8,2,15,12,86.560000000000002,31,58,31,58
original,7,3,5,20,86.480000000000004,31,56,31,56
